status,custo,tempo_execucao,codigo
solved,18439.0,300.88520073890686,ensalamento_ampl_gcg
solved,18439.0,103.57344675064088,ensalamento_ampl_scip
solved,18439.0,302.7007472515106,ensalamento_ampl_gcg
solved,18439.0,104.55714654922484,ensalamento_ampl_scip
solved,18439.0,104.0986533164978,ensalamento_ampl_scip
solved,18439.0,302.7015991210937,ensalamento_ampl_gcg
solved,18439.0,103.70170092582704,ensalamento_ampl_scip
solved,18439.0,306.5869746208191,ensalamento_ampl_gcg
solved,18439.0,114.03551602363586,ensalamento_ampl_scip
solved,18439.0,116.17588758468628,ensalamento_ampl_scip
solved,18439.0,121.60092854499815,ensalamento_ampl_scip
solved,18439.0,306.2367215156555,ensalamento_ampl_gcg
solved,18439.0,297.85919165611267,ensalamento_ampl_gcg
